longitude,latitude,point_id,distance_to_building_m,distance_to_park_m,distance_to_library_m,distance_to_parking_m,distance_to_footway_m,distance_to_grass_m,distance_to_fitness_centre_m,distance_to_wood_m,distance_to_wetland_m
-84.40392674,33.77244832,272,115.4766001,718.3884248,753.6706546,117.9927381,96.61917359,413.2838265,1205.188766,536.1597226,1090.243693
-84.4033873,33.77243697,273,106.6175331,704.1261638,705.9167344,87.85833595,69.58311251,383.8063149,1156.088618,559.8129475,1067.004638
-84.40283426,33.77287611,274,40.58794335,643.9166428,643.8186369,22.30209846,33.95817834,314.9328515,1118.210632,546.429294,1000.193978
-84.40391315,33.77289882,275,66.86673143,671.1581574,740.8808787,75.8621397,71.89307318,375.7328423,1215.431263,491.6689916,1046.734359
-84.4033737,33.77288746,276,62.55662977,655.8696501,692.2452288,47.45344982,25.9838183,343.043634,1166.762224,517.3603051,1022.506922
-84.40389955,33.77334932,277,21.4968214,624.3593643,731.2930312,28.12672878,58.83789435,341.3895374,1227.626307,448.3408819,1003.82983
-84.40282066,33.7733266,278,0.711195335,595.0680258,632.7617705,0,7.200451437,273.0464218,1131.454025,507.677635,955.2012892
-84.40555865,33.77203188,279,232.984567,823.1496877,911.7222678,206.3546952,204.6172535,553.1008728,1345.549694,538.9120846,1211.176029
-84.4060845,33.77249372,280,215.7870331,804.5091833,947.0076737,189.910604,178.7257037,561.0601188,1402.22546,483.501909,1199.582732
-84.40446618,33.77245968,281,132.3420418,735.7786373,801.6984939,125.0588054,137.2177826,446.4300115,1254.360009,516.2789557,1115.241553
-84.40554506,33.77248238,282,191.4310545,779.0678736,898.3999746,161.1637616,157.3985827,520.8572002,1352.884759,489.588995,1170.012569
-84.40500562,33.77247103,283,162.9179319,756.0809993,849.9538192,140.149877,146.2137661,482.4893668,1303.594301,500.6202873,1141.866933
-84.40553148,33.77293287,284,151.4733268,735.7432264,887.6978852,119.4058224,111.6397531,491.5931961,1362.01702,440.4185885,1129.562503
-84.40499203,33.77292153,285,121.6746114,711.3577306,838.6337197,94.62851015,96.35641547,450.7412079,1313.069417,452.6497776,1100.382719
-84.40445259,33.77291017,286,92.20728238,689.7402022,789.6869608,75.71941964,104.3489835,411.911887,1264.204187,469.909682,1072.740794
-84.40551789,33.77338337,287,110.3606514,693.317704,879.7116325,86.84320807,66.92237583,465.8707094,1372.910615,391.4584042,1089.905264
-84.40497844,33.77337202,288,81.43282447,667.3838209,830.1756059,49.49205311,46.80440381,422.5390917,1324.365693,405.1702979,1059.633978
-84.40659678,33.77340606,289,147.3094506,752.5064699,978.9252247,122.9236259,120.3160327,555.9028563,1470.293065,382.6135206,1154.570103
-84.40712265,33.77386791,290,151.6916182,748.9496679,1024.148737,122.4620871,119.8536201,585.5731099,1530.520813,338.7343608,1153.292452
-84.4065832,33.77385656,291,110.4790872,714.5889243,974.2584957,85.19567521,82.91979804,537.9587653,1482.077896,332.6623743,1118.040322
-84.40656961,33.77430706,292,81.98715292,678.239393,972.1443501,52.78709249,49.507635,524.1863034,1495.442437,282.7284994,1082.587732
-84.40710907,33.77431841,293,126.2431254,714.3507181,1022.137788,98.19317841,90.37285095,572.9463452,1543.465954,289.8484368,1118.957335
-84.40709548,33.77476891,294,96.13260561,681.6430211,1021.723752,75.57975848,66.5208508,564.4813212,1557.908966,241.419273,1085.839562
-84.4033601,33.77333796,295,14.3064864,607.8950086,681.9739568,11.27386808,17.18182464,305.0419354,1179.460588,476.3746786,978.5407069
-84.40280706,33.7737771,296,29.52986855,546.4277335,625.5177688,27.89079931,8.691500683,234.3629576,1146.726386,470.80754,910.7310315
-84.40388595,33.77379982,297,20.92896798,578.0968424,725.0341498,0,10.01938215,311.3173039,1241.716369,406.5472857,961.596363
-84.4033465,33.77378846,298,0,560.2746513,675.2580979,7.94346849,16.91957789,270.9653664,1194.11912,437.2148371,935.1809578
-84.40387235,33.77425031,299,17.62467022,532.510378,722.1907915,0,10.19987118,286.8625301,1257.63776,366.8128523,920.1356435
-84.40279345,33.7742276,300,48.4938274,497.9867007,622.2198165,24.1320011,6.231659289,200.7427293,1163.94785,427.7770889,866.8636112
-84.4033329,33.77423896,301,44.34197017,513.1072289,672.2042247,24.25913829,1.127282885,242.4744879,1210.66662,400.099953,892.513464
-84.40277985,33.7746781,302,5.850383242,449.8467489,621.7264457,12.29811316,3.298468989,175.1264996,1183.0333,385.6142297,823.6953497
-84.40385876,33.77470081,303,37.48569377,487.789551,721.7254924,29.48648201,0.319035105,269.5584512,1275.321892,329.3936931,879.5633233
-84.4033193,33.77468946,304,0.884384196,466.5301403,671.7259336,6.430539383,3.417558518,221.7330033,1229.026793,366.0643809,850.6246649
-84.40443899,33.77336067,305,53.17612166,644.29255,780.6987364,28.42369195,61.60197866,380.8451787,1275.933156,424.365713,1030.900018
-84.40604375,33.77384522,306,77.09180638,682.1649774,924.3801149,52.70580995,50.00296993,490.8191105,1433.741894,334.0472172,1083.948727
-84.4044254,33.77381117,307,12.06525383,599.5700405,774.83904,0,30.14332033,354.1393759,1289.495487,379.943953,989.8165913
-84.40496485,33.77382252,308,41.50064654,624.3176337,824.6675437,23.59402845,0.120782461,398.6363399,1337.436982,358.3770632,1019.708882
-84.4055043,33.77383387,309,60.37342271,651.9668566,874.5156244,47.76682829,22.52140885,444.3052615,1385.523998,342.7985288,1051.130593
-84.40603016,33.77429572,310,40.1841164,643.987888,922.1516241,14.65557247,12.21637723,475.6837676,1447.552767,284.3566289,1047.34277
-84.40495126,33.77427302,311,2.376654769,582.3605853,822.1688261,46.21306506,44.88095202,379.8454672,1352.231812,312.5784198,980.7080303
-84.40549071,33.77428437,312,10.50842375,611.9085925,872.159732,11.77752354,19.88177469,427.5263885,1399.810681,294.5878145,1013.339805
-84.40441181,33.77426167,313,6.326404985,555.7477638,772.1790977,28.91601551,14.48104311,332.8458278,1304.834014,337.0883513,949.5888171
-84.40601657,33.77474622,314,17.40887399,607.5292119,921.7242063,7.792905085,4.063000183,465.4532138,1462.942995,234.7974478,1011.883845
-84.40655603,33.77475756,315,59.81668025,643.7235568,971.7239675,39.29560291,21.41364676,514.9203124,1510.344754,232.8230089,1048.321628
-84.4070819,33.7752194,316,73.76299057,648.3202948,1023.0894,54.7113979,48.63737286,560.3666741,1573.808609,193.789614,1054.053884
-84.40600299,33.77519672,317,0,573.1169922,923.2377847,12.46553701,11.47304501,460.4544947,1479.863304,185.4750404,977.6967593
-84.40654244,33.77520806,318,30.77381484,611.1798434,973.1597832,17.94359855,0.158097353,510.4062848,1526.739817,182.9691301,1015.362138
-84.40706832,33.7756699,319,37.33986042,615.8582737,1026.890654,30.56877477,47.74529205,557.6668006,1591.121218,147.7347745,1023.724391
-84.40652886,33.77565856,320,3.544673342,577.7095006,977.1552887,0,7.19611051,507.744725,1544.580092,133.2248162,983.8405914
-84.40597581,33.77609771,321,21.35406446,507.1265419,934.3195364,12.92093778,1.326190177,457.3264635,1518.084907,89.12513009,913.7040152
-84.40493766,33.77472352,322,18.00635717,541.7704262,821.7247711,18.16505047,41.70215606,366.9526215,1368.694293,268.2842105,942.7461365
-84.40439821,33.77471217,323,31.99039748,513.0564495,771.7251084,37.85206135,7.5739699,318.0534429,1321.886908,296.4788452,910.3301372
-84.40547712,33.77473487,324,0,573.4138724,871.7244725,22.65608767,33.66800975,416.1135186,1415.720006,247.0893149,976.64712
-84.40546353,33.77518537,325,14.27106653,536.8191618,873.3247108,6.287955378,4.459329936,410.5144429,1433.197938,200.8090602,941.1809784
-84.40438461,33.77516267,326,18.81068229,471.8032046,773.5322472,50.81106024,0.067018866,310.692195,1340.588748,258.6898486,872.1714257
-84.40492407,33.77517402,327,38.13087571,502.8782538,823.4221845,14.5826335,5.16673975,360.5910064,1386.765034,226.3792541,905.953815
-84.4059894,33.77564722,328,17.60804848,540.7166658,927.4483822,0,21.85482011,457.8396566,1498.261857,136.646038,944.9195682
-84.40544994,33.77563587,329,22.29875548,502.5397058,877.774769,13.15414301,3.249494898,407.9578367,1452.18784,156.829295,907.0852613
-84.40491048,33.77562452,330,9.732096255,466.1093022,828.1404401,36.73728595,0.169789249,358.1089805,1406.382044,187.9911446,870.4793806
-84.40543635,33.77608637,331,14.27643338,470.2534881,885.0316602,13.01188666,0.851529773,407.3818105,1472.631222,117.306876,874.5202733
-84.40384516,33.77515131,332,0,444.195891,723.6575025,68.08319288,35.63607241,260.8321416,1294.696536,295.6744218,840.0081409
-84.4033057,33.77513995,333,7.338640569,420.7394862,673.8013241,56.3553155,5.721584729,211.0383193,1249.119711,336.0450708,809.6569383
-84.40276625,33.77512859,334,20.30943395,402.160964,623.9681625,59.34781281,7.896320179,161.3720494,1203.894091,345.5480148,781.3290207
-84.4032921,33.77559045,335,0,376.0226838,679.5592093,43.56595079,21.50298486,208.9961195,1270.863189,311.2064399,769.757361
-84.40275264,33.77557909,336,31.13656861,355.1123546,630.1815313,53.56743917,11.10900915,159.66159,1226.439634,308.3922124,739.9034233
-84.40437102,33.77561316,337,0,432.3998234,778.5529089,47.50566949,35.57519228,308.3090775,1360.871553,225.4852465,835.2634513
-84.40383156,33.77560181,338,0,402.0961738,729.021725,45.48054558,43.96400421,258.5864123,1315.687012,267.107698,801.6206796
-84.4032785,33.77604095,339,0,332.8128636,688.9072604,0,8.425906995,207.8694806,1294.174037,292.8696072,731.1008357
-84.40273904,33.77602959,340,31.85318976,308.9921162,640.2509328,31.85318976,3.322822839,158.1839636,1250.578814,272.8659855,699.5992516
-84.40219958,33.77601823,341,23.39828859,291.8695831,591.8186381,12.01304704,6.571524384,108.7870015,1207.480145,237.6823642,670.3505007
-84.40435742,33.77606366,342,0,395.3997354,786.7255726,0,4.032338451,307.5464685,1382.66575,199.416035,799.7793884
-84.40489689,33.77607502,343,9.13702183,432.0060475,835.8283814,12.53313337,16.7326063,357.4526331,1427.481575,155.7685112,836.4905195
-84.40488329,33.77652551,344,19.12361946,399.7903105,846.4050908,19.12361946,4.52601259,363.7344195,1449.99891,134.8591402,804.1756191
-84.40596222,33.77654821,345,14.02260433,475.125992,943.7931398,46.2810149,3.40570256,462.2530013,1539.277421,46.70263205,884.215508
-84.40542276,33.77653686,346,7.355116011,436.5849195,895.0271137,50.62802964,12.63942399,412.9046894,1494.468437,87.6587803,843.6632892
-84.40434383,33.77651416,347,14.45519384,361.5415526,797.9533953,14.45519384,6.4767162,314.8256236,1405.901053,183.3819907,765.9171674
-84.40433023,33.77696466,348,41.01428535,329.3184869,812.1096697,64.41438302,33.80958332,329.6141931,1430.50724,175.4482942,733.9013179
-84.40540917,33.77698736,349,21.94474322,404.7598511,907.6706609,43.20687232,16.83226381,424.2883755,1517.639319,75.87408585,814.7084034
-84.4048697,33.77697601,350,41.74471762,366.1085281,859.7639631,54.30681288,5.812931348,376.6073166,1473.869069,125.66119,773.7444433
-84.40539558,33.77743786,351,8.633231593,373.0626888,922.8534679,4.415805263,10.95646713,441.0793223,1542.083751,77.5894085,787.8653563
-84.40381796,33.77605231,352,0,362.0119839,737.7432955,0,5.975936142,257.6766882,1338.217287,245.498841,764.5768444
-84.4032649,33.77649145,353,15.35143475,291.7803037,701.702008,15.35143475,9.846678696,218.4949976,1318.969155,280.8006065,693.8951427
-84.40380436,33.77650281,354,16.47495022,324.6906527,749.7050517,16.47495022,7.595542106,266.322396,1362.210961,231.9777127,729.0814688
-84.40272543,33.77648009,355,36.11693652,264.2867218,653.998281,36.11693652,15.06023433,171.908433,1276.221204,239.5072938,660.6217904
-84.40271183,33.77693059,356,61.56644939,221.8531379,671.1976207,75.62003944,17.05367443,197.6938349,1303.278081,212.7497001,623.220015
-84.40325129,33.77694195,357,63.28022099,253.9824582,717.7591536,63.28022099,31.54213272,239.3123628,1345.166467,252.5083448,658.3862895
-84.40379076,33.7769533,358,48.94987721,291.1400155,764.7549667,64.72668202,29.67508187,283.6511266,1387.592121,225.2353984,695.3717174
-84.40269822,33.77738108,359,76.6411803,183.2761802,691.591455,123.0136075,5.453681577,231.5452339,1331.663226,182.6180169,587.6948394
-84.40377716,33.7774038,360,1.810711624,258.6111526,782.7149249,76.71892513,0.065423321,308.2017272,1414.28607,225.5778477,663.7197168
-84.40323769,33.77739244,361,51.38173677,220.6768378,736.8654539,102.6301685,7.197695534,267.9566196,1372.685695,225.5225397,624.8636198
-84.40166011,33.77600686,362,13.73231239,282.0561035,543.6702529,45.16824795,1.615582668,60.39086894,1164.933144,205.3671921,643.6409956
-84.40110704,33.77644599,363,7.403976185,230.9239388,513.5152207,97.87795934,8.607235048,67.41338787,1151.487453,136.2417342,575.4674863
-84.40218597,33.77646873,364,20.39458994,244.0475302,606.664483,29.02258565,8.790431713,127.9255827,1234.018433,202.1561373,629.5647948
-84.4016465,33.77645736,365,0,232.4499044,559.7944609,52.24215264,17.25400085,90.42897798,1192.418728,166.9725161,601.0678097
-84.40056758,33.77643462,366,25.124321,233.4338434,468.002057,52.45282649,11.05083901,65.64111627,1111.298468,119.3433714,553.2001588
-84.40055396,33.77688512,367,0,184.5605519,491.7503634,40.0614133,20.3070946,113.8881,1142.268566,70.34157135,507.9881145
-84.40163289,33.77690786,368,0,183.0581071,579.7950784,90.11682814,8.925217378,133.070444,1221.33354,131.4462892,559.70041
-84.40109343,33.77689649,369,13.32988128,181.1164765,535.2479579,61.2687781,3.367900309,114.9245448,1181.404481,96.262668,532.1506709
-84.40217236,33.77691922,370,11.568454,197.3082372,625.1674092,79.01558387,15.13407679,160.9201594,1261.980462,169.6384334,590.19816
-84.40215875,33.77736972,371,40.01987393,152.6495461,647.0137433,108.051412,12.35448829,201.061286,1291.273743,143.8186481,552.553984
-84.39787027,33.77637774,372,17.54865474,292.7556177,265.8310415,98.88662921,3.073436775,43.00061828,924.8183268,249.0701429,505.3398412
-84.39679134,33.77635497,373,13.84246053,364.8468493,215.2259965,61.66311658,4.489952831,124.0857031,859.3083257,321.0605756,517.7308635
-84.39785663,33.77682824,374,20.61519562,256.289036,305.7100541,100.5538555,4.838059739,17.32586364,961.8118999,212.2664273,455.4007727
-84.39731717,33.77681685,375,0,294.767291,280.6896519,58.26862856,10.88562551,67.29125034,929.5929546,251.1553597,459.8206008
-84.39677771,33.77680547,376,0.048619692,336.2907101,262.8967937,32.94947226,7.870727739,117.2566371,899.001664,293.4297075,468.9984718
-84.3983961,33.77683962,377,15.04951258,222.4418668,336.3489167,66.14762546,4.230594582,0,995.5004772,178.9834004,455.5461293
-84.39838247,33.77729011,378,0,185.6302841,375.3972407,52.52786148,2.074915454,22.84331269,1032.382871,141.6197644,405.6399693
-84.39730354,33.77726735,379,0,268.0782985,326.4646615,35.8650173,15.86963164,69.94525179,968.9872313,226.053345,410.3039171
-84.397843,33.77727873,380,10.46229892,225.0828475,348.211332,50.73368463,10.64115344,27.60053162,999.93766,181.873957,405.4767226
-84.39836884,33.77774061,381,12.51903265,156.3228091,416.7920139,10.0876772,2.705349815,72.83597305,1070.330597,114.3558382,355.7601628
-84.39892194,33.77730149,382,0.260422539,152.4956279,406.9337106,2.528177245,17.55657265,41.54946096,1066.186411,109.7004062,411.9177064
-84.40054034,33.77733562,383,2.178049341,135.5963922,519.2407095,8.302964542,8.819977416,163.1938801,1174.551264,25.55281988,463.7601031
-84.40000088,33.77732424,384,41.58903789,125.887032,479.5195073,0,33.83963537,136.4991409,1137.379269,32.86837761,441.5212578
-84.39946141,33.77731287,385,41.37162978,130.580361,441.8902594,0,32.41604257,87.63096817,1101.223198,72.54438197,424.0384522
-84.39890831,33.77775199,386,12.71823117,115.0353632,445.4071614,8.380577313,7.608676904,80.85503707,1102.971738,71.1004865,362.901785
-84.39998726,33.77777474,387,71.69630276,76.32668655,512.573363,0,18.13571714,153.1117068,1171.932078,7.798657117,396.1849692
-84.39944778,33.77776337,388,46.55647523,83.84180901,477.5557516,0,31.27952499,111.7603055,1136.875422,43.10691762,376.6033958
-84.40051311,33.77823661,389,59.99768634,37.46255533,583.2631512,42.17822346,21.16591501,196.4678461,1242.641162,0,379.5682049
-84.39997364,33.77822524,390,44.17952077,27.38599226,548.2006448,0.515480466,10.43517246,162.6223742,1207.56697,0,352.1136728
-84.39889469,33.77820249,391,30.80298269,90.6165165,485.9835737,5.205511169,1.030073495,127.8620989,1140.762836,55.46511736,314.1961399
-84.40161928,33.77735835,392,3.450783958,134.1177957,603.2866877,61.52673608,8.374117139,178.996379,1251.578527,100.9487613,519.8524657
-84.40107981,33.77734699,393,2.518720519,131.4552798,560.6093747,21.76924398,4.563761117,163.9188646,1212.64576,60.7364411,490.0788375
-84.40052673,33.77778611,394,43.53564199,86.52947376,549.912183,9.973407017,13.02027251,198.4843159,1208.041334,0,420.8206091
-84.40160567,33.77780885,395,2.492516779,85.93574973,629.8788154,56.33616594,15.17898481,225.3181951,1283.059626,73.26731841,481.9010513
-84.40214514,33.77782022,396,48.01037896,112.5754297,671.8774283,105.8572565,8.207955575,244.8591099,1321.809772,113.7462791,517.0086482
-84.4010662,33.77779748,397,3.402501033,82.20585826,589.1310258,11.90665522,2.727134385,213.3802647,1245.111615,34.45549311,449.6212897
-84.40159206,33.77825935,398,15.57950471,41.90819175,659.1963415,82.09123217,5.290255622,272.8186801,1315.688107,47.85453953,446.3302145
-84.40105258,33.77824798,399,25.08917201,34.41340619,620.3771918,58.57233832,0.139886782,236.1211394,1278.708773,2.715988732,411.2679677
-84.40213153,33.77827071,400,6.272027626,79.75048252,699.4367542,112.6066364,24.77890166,290.5793701,1353.504439,97.02588977,484.0247715
-84.40211793,33.77872121,401,20.55769305,46.54145876,729.3862267,112.1137274,29.5194822,307.3652189,1386.278276,103.3505747,454.1607827
-84.39782937,33.77772923,402,12.14881454,201.594907,392.4839185,6.060994609,3.139148216,74.08587124,1039.070987,161.5525806,355.5740167
-84.3972899,33.77771784,403,4.144344057,246.0437059,373.3251529,0,33.84597852,98.07785285,1009.321281,210.0505055,360.920523
-84.39835521,33.77819111,404,31.84641194,139.1130068,459.9000733,3.972810029,0.325599584,122.8286334,1109.234321,105.3487437,305.9196009
-84.39781574,33.77817972,405,26.2903074,175.8405616,437.9910054,29.9290252,3.209213309,107.5665352,1079.102271,155.3072321,305.7031077
-84.39727627,33.77816834,406,12.72784628,217.9159874,420.9087363,39.95538312,2.782260143,70.1548184,1050.486859,205.2859345,311.7337701
-84.39834159,33.7786416,407,0,106.3122806,504.2822344,53.97181431,33.88955905,75.23034315,1148.996942,118.825325,256.1411934
-84.39726263,33.77861884,408,0,198.5881414,468.9953719,89.75278433,10.19188818,42.00590684,1092.389964,168.8288599,262.8540716
-84.39780211,33.77863022,409,4.145649544,151.2275618,484.3847803,61.57699501,11.73609522,77.55474877,1119.935223,164.7465824,255.882588
-84.397249,33.77906933,410,0,190.4178842,517.4448313,109.7196589,6.06867969,40.23154586,1134.948909,120.3684657,214.4914508
-84.39832796,33.7790921,411,3.007832019,90.79486151,549.629936,87.67127266,5.073882208,25.81948214,1189.532331,148.797036,206.4699003
-84.39943416,33.77821386,412,28.70771815,44.8069995,515.6083693,12.29713519,0.077082272,138.8972954,1173.575272,7.375682264,329.9266986
-84.39996002,33.77867573,413,23.28880247,0,585.9321134,49.77246069,2.072997193,125.9327838,1244.190975,41.47559781,309.8140414
-84.39942054,33.77866436,414,0,34.25896407,555.5578143,52.70738831,11.14755236,93.3032051,1211.227523,54.63775493,284.3820234
-84.39888106,33.77865298,415,0,68.51483733,528.1785006,54.34251799,16.68106991,80.9438703,1179.463031,78.08635801,265.9712825
-84.40048587,33.7791376,416,55.99220904,0,656.3390074,79.30917823,1.506818637,149.7520397,1314.816886,82.66861911,305.0181903
-84.39886744,33.77910348,417,2.485761128,41.04508357,571.6336441,86.19343863,17.07091592,31.03968665,1218.98574,118.8216284,218.5457203
-84.39994639,33.77912623,418,32.26631176,0,625.3870291,60.46173655,7.751309028,101.3513466,1281.719304,89.71207384,270.1236335
-84.39940691,33.77911486,419,3.767502646,0.633814372,597.023433,66.12870462,10.00615291,55.84368813,1249.746096,102.874231,240.6130586
-84.39939329,33.77956535,420,12.43110176,0.122250499,639.7104612,30.63268621,8.549507786,47.68285823,1289.053334,151.110707,199.6985112
-84.39885381,33.77955397,421,32.45474629,39.38271377,616.0823951,36.21449996,3.830790464,4.764129934,1259.25352,164.74125,172.5796645
-84.40049949,33.77868711,422,73.27322602,0,618.8605643,66.63487595,0.835963842,167.3697821,1278.260635,32.82518899,340.6670799
-84.40103897,33.77869848,423,65.49191201,0,653.9574563,105.6169841,3.486441321,212.523462,1313.350418,34.92469641,375.6639168
-84.40157845,33.77870985,424,26.64821616,9.287304876,690.892402,123.710053,7.997192475,259.460594,1349.380743,59.64373359,413.7543927
-84.40156483,33.77916034,425,62.33956519,0,724.6549563,98.29600674,2.985201277,248.460921,1384.059819,99.11958918,384.9347148
-84.40102535,33.77914897,426,56.29832038,0,689.5308907,79.10730176,8.644378387,198.9453476,1348.956083,83.91812643,343.6646847
-84.40209071,33.77962221,427,13.65395444,0,795.3547993,95.21517664,9.71069604,297.1496938,1454.769344,167.9761212,406.4801236
-84.40101174,33.77959947,428,11.6541976,0,726.804887,29.98454946,9.268284062,197.3314857,1385.451445,133.6578155,316.3660106
-84.40047226,33.7795881,429,5.999118579,0,695.3944113,29.31733491,3.059880721,147.4223816,1352.233943,132.5585643,273.894384
-84.40155122,33.77961084,430,14.35755498,0,760.2087215,65.59887923,7.711298536,247.2405897,1419.653048,145.2308885,360.7724654
-84.40045864,33.7800386,431,0,46.15980448,735.7757007,0,43.03865489,157.4941531,1390.442315,182.5082179,248.9983348
-84.39778848,33.77908072,432,10.64296829,140.580496,531.4330719,88.44807407,4.408853099,32.72230673,1161.485298,143.1628482,206.1116223
-84.39777485,33.77953121,433,36.24343154,139.3825868,578.9763419,40.57318438,3.690335491,10.16234872,1203.678233,107.149357,156.1932148
-84.39723536,33.77951983,434,13.86934821,189.3825736,566.1639762,76.5605971,13.64264743,60.02414341,1178.09262,73.98615502,167.0954877
-84.39831433,33.77954259,435,30.29970262,89.38261475,595.7227216,37.69334944,9.325905095,0,1230.764136,148.8260682,157.0074154
-84.39722173,33.77997032,436,0,195.8416478,615.0887274,52.33573855,12.56826797,79.2835722,1221.759147,37.59910356,121.7999241
-84.39776121,33.77998171,437,18.17487363,148.0395127,626.9019852,18.17487363,4.722162295,52.78503917,1246.448749,82.45861532,106.3514921
-84.39720809,33.78042082,438,30.11459284,214.1077832,664.1736498,13.66463813,35.22741657,118.189982,1265.89439,32.45474227,81.87472882
-84.39774758,33.7804322,439,16.11164644,171.4756226,675.1285756,8.066780748,1.392350764,102.3193402,1289.739383,81.58986057,56.78872598
-84.39828707,33.78044359,440,6.500788956,134.0359485,689.5437261,6.500788956,1.994620312,89.27390495,1315.053895,130.96544,60.78113188
-84.39773395,33.7808827,441,14.42757173,204.6755505,723.5959426,13.62653971,1.740684331,150.2306854,1333.499482,86.41091202,11.2866932
-84.39993277,33.77957673,442,11.45604383,0,666.2592819,14.83509133,6.750219425,97.51327756,1320.074834,138.0386124,234.4116347
-84.39937967,33.78001585,443,0,50.10944287,683.390056,29.5923524,5.48754714,73.03347162,1329.079264,199.347183,163.8948826
-84.39884018,33.78000447,444,0,63.55462198,661.3244379,0,14.17332032,48.94765811,1300.197147,180.3395045,129.5847732
-84.3983007,33.77999309,445,0,102.3593848,642.4002301,0,34.22300865,39.62177367,1272.624671,130.9995422,108.0409054
-84.39991915,33.78002722,446,8.974957556,45.39953796,708.3035544,8.974957556,4.973034171,112.1122122,1359.187537,187.0673799,204.770241
-84.39936604,33.78046634,447,11.40875687,100.0966352,727.8835506,13.42301301,3.232965041,115.7329728,1369.760886,229.9901633,137.2718823
-84.39882655,33.78045497,448,8.040590332,107.3656454,707.2075415,8.040590332,1.858017796,95.17194687,1341.754752,180.3718892,93.67096973
-84.39990553,33.78047772,449,18.09600288,95.39637897,751.3231128,11.38785111,3.848165756,143.6293185,1398.993908,236.5031727,184.1545241
-84.39989191,33.78092822,450,16.61710116,145.3953926,795.1596785,2.138721357,7.61633993,183.5473076,1439.436399,284.7278845,175.7695249
-84.39881293,33.78090546,451,0,154.9695894,753.6146238,49.00171889,17.10288214,143.2848056,1383.871023,185.1172789,75.870203
-84.4020771,33.7800727,452,18.88362744,44.43794463,830.8921418,45.22192916,0.958062774,302.5065102,1490.351314,210.9106334,390.138601
-84.40099812,33.78004997,453,8.65227176,43.49734691,765.5310825,8.65227176,14.32024093,205.0357735,1422.768041,183.5390185,295.0753968
-84.40153761,33.78006134,454,19.91800385,41.99748472,797.314113,43.67403637,27.77228333,253.5250058,1456.093393,192.9897854,342.2554731
-84.40044502,33.78048909,455,16.06557607,96.15366604,777.2762548,0,23.10369357,181.2860758,1429.378544,232.4795179,232.340715
-84.40098451,33.78050047,456,12.08796646,91.82322923,805.5000514,15.34621968,3.89360074,223.8300727,1460.842939,233.4710496,281.1610338
-84.401524,33.78051183,457,6.317513409,91.93789076,835.764494,0,7.190456492,268.9519689,1493.318841,241.0139033,330.3344457
-84.40204987,33.7809737,458,0,144.3187567,906.0721497,42.93535024,20.71427768,335.6049087,1563.884083,303.3445752,375.7288946
-84.40097089,33.78095096,459,12.18336138,141.3181327,846.5357803,0,18.13597693,251.3168009,1499.61838,283.4270465,275.7418432
-84.4004314,33.78093959,460,0,146.1475276,819.726095,29.01121917,26.8842084,214.3008966,1468.984757,282.4609759,225.752619
-84.40151038,33.78096233,461,0,141.8782968,875.38265,7.118248527,7.121852321,292.2249041,1531.272136,289.6719891,325.7343752
-84.40651528,33.77610906,462,3.320600082,545.4921329,983.6792936,38.16300713,32.22065014,507.282021,1563.816119,83.78544482,953.8995474
-84.40705474,33.7761204,463,45.16688859,584.1611114,1033.100629,53.87950055,70.6403988,557.2455504,1609.801207,105.3409356,994.9842539
-84.40704116,33.7765709,464,73.43554094,552.463949,1041.676247,95.83483722,40.27646579,561.2957745,1629.801558,71.0638739,967.9750527
-84.40650169,33.77655956,465,44.86453756,513.7949705,992.6819467,75.98149641,0.700057832,511.7278494,1584.397061,35.93257391,925.6923807
-84.4064881,33.77701006,466,59.79931147,482.101135,1004.09658,75.70889587,29.70027319,520.9565575,1606.271223,0.597989631,899.382244
-84.40702757,33.7770214,467,109.7992123,521.8424146,1052.559689,120.7462706,12.54876214,569.722116,1651.07429,41.71490373,942.8455546
-84.40594864,33.77699871,468,9.799410639,443.4288296,955.7918106,43.40520659,29.80307971,472.4491297,1561.783651,26.08700718,856.6324192
-84.40701399,33.7774719,469,99.72941165,494.3639913,1065.680249,113.4794121,12.71368058,582.3346396,1673.570884,15.62003115,919.7498448
-84.4048561,33.77742651,470,13.07066477,334.3937103,875.7776925,32.94960618,8.725308102,395.42814,1499.027427,126.7623328,745.42773
-84.40431663,33.77741516,471,12.3878217,295.7247318,829.0443958,68.49271167,1.762169703,350.9641852,1456.41483,176.0209638,703.9837935
-84.40593505,33.77744921,472,15.16722854,411.8249063,970.2218714,13.47941299,52.59975057,487.5843755,1585.547655,28.41648423,831.1444753
-84.40592146,33.77789971,473,0,382.9830332,986.9766838,30.18819457,42.23218219,507.2167842,1610.513756,42.34255765,807.9499836
-84.40484251,33.77787701,474,20.16199142,302.6965479,894.303674,43.7875875,15.75005232,419.3968967,1525.410246,137.3197021,719.4751822
-84.40538198,33.77788836,475,2.594028848,341.7279656,940.4525601,29.09326897,7.752395165,462.689217,1567.742163,89.16527295,763.3569656
-84.40430304,33.77786566,476,8.915012016,264.0275694,848.5912472,21.16494592,2.047037941,377.7647446,1483.555644,185.9038301,676.4430639
-84.40590787,33.77835021,477,0,358.8206432,1005.940092,47.37525815,30.22839419,530.8476328,1636.626943,62.89323671,787.2516834
-84.40536839,33.77833886,478,3.404111514,314.4109615,960.3351042,49.01948367,3.802192285,488.4789193,1594.555951,107.5218587,741.4147921
